2,14,31,34,569,654,605,690,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
0,12,30,34,1077,938,1113,974,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
5,13,33,35,2157,710,2193,746,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
3,12,35,35,1865,1030,1901,1066,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
8,15,35,35,2701,306,2737,342,/home/karan/Projects/mask_git/Mask-Dataset/images/4.png
4,12,33,34,297,1050,333,1086,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
7,13,35,33,821,970,857,1006,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
1,18,37,42,1543,943,1586,986,/home/karan/Projects/mask_git/Mask-Dataset/images/4.png
6,13,32,33,1565,658,1601,694,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
5,12,35,32,785,782,821,818,/home/karan/Projects/mask_git/Mask-Dataset/images/4.png
2,11,33,31,2557,958,2593,994,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
0,21,37,42,1087,1159,1130,1202,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
2,12,30,32,1337,522,1373,558,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
0,13,32,35,1453,974,1489,1010,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
1,11,30,31,889,802,925,838,/home/karan/Projects/mask_git/Mask-Dataset/images/4.png
2,13,34,35,2221,1074,2257,1110,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
5,12,34,34,2461,654,2497,690,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
5,13,34,33,2029,926,2065,962,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
4,10,33,30,1573,754,1609,790,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
2,10,32,32,2201,810,2237,846,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
0,11,35,33,1225,1050,1261,1086,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,16,32,35,3065,1070,3101,1106,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
2,17,30,35,1433,730,1469,766,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
3,11,30,29,1817,802,1853,838,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
6,16,35,35,2569,826,2605,862,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
4,13,33,35,3081,802,3117,838,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
0,13,32,35,157,1026,193,1062,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
1,10,35,35,897,1158,933,1194,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
2,15,33,35,229,810,265,846,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
5,14,33,32,2913,1014,2949,1050,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
2,14,35,35,1037,1046,1073,1082,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
7,14,35,32,2105,782,2141,818,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
0,13,30,33,637,854,673,890,/home/karan/Projects/mask_git/Mask-Dataset/images/4.png
4,12,29,30,881,598,917,634,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
3,13,34,33,1217,978,1253,1014,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
2,12,30,32,929,1026,965,1062,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
6,12,35,34,929,930,965,966,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
4,13,31,31,1557,378,1593,414,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
4,15,32,35,757,922,793,958,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
0,16,29,35,1677,838,1713,874,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
5,14,32,32,3025,702,3061,738,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
4,14,33,32,1841,702,1877,738,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
4,13,30,31,561,414,597,450,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
6,12,33,35,1953,758,1989,794,/home/karan/Projects/mask_git/Mask-Dataset/images/4.png
5,14,32,34,1745,1034,1781,1070,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
0,10,35,34,601,1074,637,1110,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
3,13,31,33,2641,742,2677,778,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
3,15,31,35,1361,926,1397,962,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
2,15,31,31,469,514,505,550,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
2,14,28,34,2389,778,2425,814,/home/karan/Projects/mask_git/Mask-Dataset/images/4.png
2,11,32,29,2161,926,2197,962,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
3,14,35,35,2697,1030,2733,1066,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
5,15,30,33,2905,742,2941,778,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
0,17,31,35,697,618,733,654,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
2,11,31,33,589,498,625,534,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
3,13,33,33,401,1026,437,1062,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
7,18,34,35,2285,798,2321,834,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
5,15,32,33,2041,666,2077,702,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
3,13,29,31,2189,578,2225,614,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
3,12,30,32,1961,674,1997,710,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,18,30,35,985,802,1021,838,/home/karan/Projects/mask_git/Mask-Dataset/images/4.png
5,12,32,30,425,778,461,814,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
5,12,33,32,677,394,713,430,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
5,14,29,34,2237,618,2273,654,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
7,12,33,30,2837,478,2873,514,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
2,13,32,31,2093,538,2129,574,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
1,11,31,31,2473,986,2509,1022,/home/karan/Projects/mask_git/Mask-Dataset/images/4.png
5,14,31,32,745,302,781,338,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
1,13,31,33,1201,758,1237,794,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
4,11,29,29,1441,434,1477,470,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,14,28,32,1773,622,1809,658,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
53,117,267,267,527,82,795,350,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,70,246,258,82,171,349,439,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,230,398,462,1734,502,2197,965,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
45,199,461,461,2505,554,2967,1016,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
72,183,451,461,1067,400,1529,862,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
0,135,378,384,632,590,1017,975,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
0,27,61,61,439,253,501,315,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,20,61,61,619,260,681,322,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,36,55,74,287,279,361,354,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
0,22,51,51,360,285,412,337,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
0,18,59,60,695,163,757,225,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
3,24,61,62,750,294,812,357,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
1,21,61,61,868,260,930,322,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
0,19,51,50,561,188,613,239,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,123,210,267,290,290,557,558,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
10,13,35,35,121,62,157,98,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
1,14,30,34,121,118,157,154,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
1,12,31,32,193,54,229,90,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
1,15,32,35,421,70,457,106,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
8,16,35,35,457,74,493,110,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
5,14,32,32,257,38,293,74,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
6,14,33,32,1073,410,1109,446,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
8,14,35,34,1205,418,1241,454,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
10,16,35,34,345,422,381,458,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
0,15,31,33,629,410,665,446,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
5,10,31,35,429,350,465,386,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
5,11,31,29,725,414,761,450,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,169,310,385,118,204,477,590,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
7,23,51,51,515,38,567,90,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,15,41,43,136,98,180,142,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
2,15,43,42,299,79,343,122,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
9,25,51,51,170,49,222,101,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
0,20,44,51,250,32,302,84,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
0,12,35,35,481,82,517,118,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,37,89,107,187,462,294,570,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
1,16,35,35,441,118,477,154,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,14,33,35,377,142,413,178,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
4,15,35,35,469,42,505,78,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
3,15,35,35,313,130,349,166,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
7,19,42,42,612,142,655,185,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
1,13,35,35,509,134,545,170,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
3,15,35,35,121,130,157,166,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
3,12,35,34,205,46,241,82,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
5,14,35,35,257,138,293,174,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
0,13,33,35,201,134,237,170,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
4,12,35,35,557,134,593,170,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
1,12,32,32,365,62,401,98,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
0,13,30,33,293,50,329,86,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
4,13,33,35,413,50,449,86,/home/karan/Projects/mask_git/Mask-Dataset/images/4.png
5,16,35,35,493,122,529,158,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,13,31,35,185,106,221,142,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
3,12,33,34,253,82,289,118,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
4,13,32,33,397,94,433,130,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
2,9,33,33,289,134,325,170,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
2,16,32,35,221,138,257,174,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
5,22,67,74,295,113,370,188,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,31,63,74,204,88,278,163,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,44,111,128,382,153,511,282,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,49,122,128,182,110,311,239,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
4,36,101,106,868,187,975,295,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
0,34,91,106,533,116,641,223,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
0,46,96,106,736,92,844,199,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
0,44,93,107,641,199,748,307,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,35,95,107,1083,163,1190,271,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
0,36,75,89,86,146,175,236,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
6,40,88,89,335,66,424,156,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
15,35,89,89,225,106,315,196,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
8,28,88,89,544,126,633,216,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
0,417,1378,1379,736,1043,2116,2423,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,36,75,89,155,146,245,236,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
1,22,74,72,552,179,627,254,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,70,168,184,221,57,407,242,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,132,341,374,247,290,632,675,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
8,73,194,222,92,118,315,341,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
12,28,62,62,563,370,626,433,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
16,33,74,74,403,320,478,395,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
5,21,62,61,335,578,398,640,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
0,23,61,61,183,364,246,426,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
0,97,233,267,260,52,527,320,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
33,53,106,107,20,44,127,152,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
21,115,320,320,384,277,705,598,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
2,18,42,42,540,31,583,74,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
9,18,42,42,175,12,218,55,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,11,34,35,425,46,461,82,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
2,15,42,43,50,26,93,70,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
7,16,35,35,293,26,329,62,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
0,82,266,266,676,142,943,409,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
1,54,152,154,941,98,1096,253,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
19,47,154,151,304,133,459,288,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,89,197,222,142,118,365,341,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,56,190,220,613,167,835,390,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
18,63,185,185,1129,180,1315,366,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,73,176,222,291,68,513,291,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
36,75,222,222,1380,68,1603,291,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
8,80,198,220,860,68,1083,291,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
32,93,251,253,82,171,349,439,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
19,28,78,86,822,345,912,435,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,23,57,62,902,218,964,281,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
3,23,74,71,519,312,594,387,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
0,42,72,88,1071,395,1161,484,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
4,20,81,88,563,395,653,484,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
0,28,74,73,701,271,776,345,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,21,54,61,425,170,487,232,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
0,42,72,89,534,524,623,614,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
8,33,87,89,663,504,753,594,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
0,19,61,61,716,149,778,211,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
17,26,74,74,38,204,113,279,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
0,76,146,185,551,387,737,573,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
14,82,165,185,716,242,902,428,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
13,38,101,106,259,80,366,187,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
6,15,42,42,540,84,583,127,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
2,14,43,40,299,55,343,98,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,114,307,320,277,277,598,598,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
87,366,1014,990,1763,997,2913,2147,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
60,118,266,266,468,142,735,409,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,19,72,73,88,130,162,204,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,41,68,89,116,56,205,146,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,50,114,128,210,125,339,254,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
3,37,106,106,378,307,485,414,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,46,113,128,124,125,253,254,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,29,63,74,212,453,287,528,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
8,28,73,74,818,113,892,188,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,16,51,51,435,159,487,211,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
10,27,62,61,563,163,626,225,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
0,24,73,74,818,503,892,578,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
0,26,48,62,128,59,190,122,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,18,42,42,261,94,304,137,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
10,20,43,42,371,60,415,103,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
0,82,222,222,117,217,340,440,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,34,71,89,175,126,265,216,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
46,66,149,154,0,81,150,236,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,95,252,266,973,1063,1241,1330,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,73,155,185,2079,180,2264,366,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,66,219,216,2817,539,3040,762,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
0,71,205,222,1578,588,1801,811,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
5,106,256,266,3499,558,3767,825,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
19,79,222,222,2321,786,2544,1009,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
12,78,222,222,3188,1084,3411,1307,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
6,88,222,222,1207,415,1430,638,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,16,51,50,792,44,844,95,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,24,42,51,135,9,187,61,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,15,49,50,469,113,521,164,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
0,21,48,50,751,67,803,118,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
0,21,62,61,252,46,315,108,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,36,92,104,32,32,139,140,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,27,50,62,156,135,218,198,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
1,14,38,40,371,94,415,137,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,21,47,51,273,124,325,176,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
17,31,61,61,446,108,508,170,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
0,78,122,154,64,81,218,236,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,51,146,154,511,150,666,305,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,15,43,42,299,276,343,319,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
4,18,43,42,832,310,876,353,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,13,42,42,583,300,626,343,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
0,16,42,42,712,276,756,319,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
4,16,51,48,1016,251,1068,303,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
0,14,37,42,429,276,472,319,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,18,39,42,424,65,467,108,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
0,32,64,73,461,47,536,121,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,23,61,61,764,191,826,253,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
4,40,88,89,414,305,504,395,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
0,27,70,74,867,179,942,254,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
0,26,70,74,436,179,511,254,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
12,28,73,73,254,611,328,685,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
18,31,73,73,536,470,610,544,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
12,26,74,73,859,470,934,544,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
0,15,42,43,1029,626,1072,670,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
15,33,74,73,544,47,619,121,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
4,22,61,61,211,329,273,391,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
8,28,61,61,543,315,605,377,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
1,24,71,74,660,38,735,113,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
11,36,73,74,5,461,79,536,/home/karan/Projects/mask_git/Mask-Dataset/images/4.png
7,28,61,61,11,315,73,377,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
22,42,89,88,842,594,932,683,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,26,54,62,515,612,577,675,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
0,34,59,74,30,179,104,254,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
8,25,61,61,660,329,722,391,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
0,24,74,73,328,188,403,262,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
10,26,61,62,764,460,826,523,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
0,24,64,72,793,329,867,403,/home/karan/Projects/mask_git/Mask-Dataset/images/13.png
0,33,71,73,983,47,1058,121,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
0,29,68,74,743,602,818,677,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
9,24,74,74,867,38,942,113,/home/karan/Projects/mask_git/Mask-Dataset/images/10.png
5,32,74,73,983,188,1058,262,/home/karan/Projects/mask_git/Mask-Dataset/images/4.png
11,28,62,61,17,39,80,101,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
1,19,51,51,435,470,487,522,/home/karan/Projects/mask_git/Mask-Dataset/images/5.png
1,19,45,51,970,631,1022,683,/home/karan/Projects/mask_git/Mask-Dataset/images/4.png
0,29,72,73,121,470,196,544,/home/karan/Projects/mask_git/Mask-Dataset/images/1.png
12,25,62,61,107,329,170,391,/home/karan/Projects/mask_git/Mask-Dataset/images/4.png
9,25,74,73,220,188,295,262,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
0,33,62,73,677,188,751,262,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
0,24,49,61,674,474,736,536,/home/karan/Projects/mask_git/Mask-Dataset/images/11.png
0,25,61,61,543,198,605,260,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
12,31,74,74,975,312,1050,387,/home/karan/Projects/mask_git/Mask-Dataset/images/4.png
0,36,59,74,337,312,411,387,/home/karan/Projects/mask_git/Mask-Dataset/images/12.png
0,35,65,74,345,38,419,113,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
2,26,74,73,983,470,1058,544,/home/karan/Projects/mask_git/Mask-Dataset/images/3.png
